Date,Equity Value,Equity Momentum,Equity Carry,Rates Value,Rates Momentum,Rates Carry,Currency Value,Currency Momentum,Currency Carry,Commodity Value,Commodity Momentum,Commodity Carry
1988-12-30,204.42 ,487.12 ,161.62 ,173.24 ,88.71 ,190.58 ,129.47 ,136.85 ,134.63 ,515.45 ,348.90 ,261.85 
1989-01-31,206.61 ,491.13 ,155.25 ,174.77 ,89.37 ,189.69 ,127.49 ,143.09 ,138.42 ,519.20 ,353.23 ,269.49 
1989-02-28,207.51 ,490.81 ,158.78 ,176.50 ,89.24 ,188.06 ,129.84 ,137.58 ,134.76 ,539.10 ,344.74 ,280.18 
1989-03-31,209.91 ,503.55 ,163.24 ,178.70 ,89.85 ,187.45 ,128.78 ,142.55 ,138.56 ,580.97 ,353.20 ,296.44 
1989-04-28,215.02 ,512.96 ,164.41 ,179.01 ,89.05 ,187.01 ,129.24 ,142.57 ,138.71 ,577.41 ,363.61 ,287.53 
1989-05-31,212.74 ,519.40 ,167.27 ,179.09 ,89.95 ,186.25 ,128.26 ,143.42 ,139.82 ,578.20 ,368.19 ,294.33 
1989-06-30,221.58 ,549.55 ,171.26 ,179.35 ,89.92 ,185.88 ,129.29 ,141.71 ,138.78 ,546.31 ,387.82 ,297.59 
1989-07-31,219.73 ,521.53 ,167.32 ,176.02 ,90.11 ,188.18 ,130.77 ,140.52 ,139.02 ,548.02 ,402.29 ,294.45 
1989-08-31,224.58 ,516.49 ,171.01 ,176.28 ,88.79 ,186.05 ,130.03 ,142.87 ,142.52 ,562.56 ,408.75 ,307.84 
1989-09-29,219.58 ,512.20 ,175.46 ,175.84 ,89.31 ,188.69 ,130.83 ,142.41 ,140.63 ,558.95 ,437.44 ,315.77 
1989-10-31,213.94 ,508.10 ,180.84 ,174.09 ,90.91 ,186.77 ,132.32 ,143.29 ,140.62 ,539.63 ,441.39 ,317.53 
1989-11-30,208.89 ,519.60 ,183.24 ,171.62 ,91.15 ,184.34 ,133.69 ,143.12 ,139.52 ,543.55 ,436.06 ,312.65 
1989-12-29,206.95 ,546.20 ,191.22 ,171.59 ,90.10 ,183.66 ,137.24 ,143.15 ,139.56 ,568.16 ,490.46 ,340.13 
1990-01-31,202.60 ,587.53 ,188.50 ,175.17 ,90.26 ,182.74 ,137.19 ,141.86 ,140.17 ,563.15 ,498.29 ,332.24 
1990-02-28,203.05 ,632.22 ,194.44 ,174.81 ,91.13 ,183.80 ,137.55 ,142.93 ,141.33 ,602.80 ,464.65 ,326.90 
1990-03-30,211.87 ,638.20 ,210.87 ,180.83 ,88.94 ,186.29 ,138.46 ,145.53 ,142.13 ,605.88 ,454.88 ,320.06 
1990-04-30,204.74 ,598.96 ,220.21 ,183.35 ,86.74 ,186.65 ,138.18 ,147.11 ,141.59 ,592.21 ,419.45 ,302.55 
1990-05-31,203.65 ,588.60 ,220.74 ,180.16 ,87.21 ,184.72 ,137.07 ,143.62 ,141.84 ,607.54 ,414.42 ,307.25 
1990-06-29,208.48 ,598.49 ,223.87 ,179.99 ,87.77 ,184.92 ,138.68 ,143.41 ,143.91 ,581.76 ,419.07 ,313.65 
1990-07-31,205.48 ,613.42 ,220.84 ,181.38 ,88.07 ,187.57 ,139.41 ,146.13 ,143.38 ,662.31 ,458.47 ,326.91 
1990-08-31,215.59 ,595.50 ,209.57 ,182.51 ,88.34 ,185.73 ,139.32 ,144.87 ,143.55 ,796.43 ,510.32 ,319.24 
1990-09-28,236.09 ,588.94 ,230.78 ,182.83 ,89.75 ,188.91 ,139.34 ,143.36 ,143.04 ,893.94 ,598.94 ,295.61 
1990-10-31,213.00 ,600.08 ,215.30 ,182.60 ,88.56 ,188.41 ,139.98 ,145.66 ,141.61 ,846.24 ,581.17 ,302.78 
1990-11-30,222.63 ,632.45 ,199.43 ,178.67 ,89.68 ,186.72 ,140.51 ,146.91 ,142.15 ,847.91 ,575.44 ,299.94 
1990-12-31,221.92 ,624.41 ,206.89 ,174.66 ,88.72 ,183.61 ,140.54 ,147.80 ,142.15 ,831.06 ,572.83 ,310.07 
1991-01-31,223.37 ,627.42 ,203.19 ,176.01 ,89.67 ,183.49 ,140.25 ,148.37 ,142.34 ,820.22 ,524.47 ,282.79 
1991-02-28,215.37 ,605.30 ,198.75 ,178.56 ,88.55 ,183.67 ,141.39 ,145.64 ,143.11 ,810.59 ,519.23 ,277.04 
1991-03-29,219.96 ,613.36 ,198.21 ,172.06 ,88.89 ,178.62 ,142.39 ,139.08 ,143.03 ,819.93 ,509.02 ,277.64 
1991-04-30,220.15 ,607.45 ,199.34 ,173.93 ,89.75 ,180.18 ,144.10 ,137.10 ,144.04 ,774.89 ,541.21 ,288.72 
1991-05-31,219.41 ,637.98 ,200.64 ,175.27 ,89.70 ,181.09 ,143.73 ,135.70 ,142.92 ,775.41 ,536.89 ,298.07 
1991-06-28,224.63 ,661.64 ,205.44 ,175.50 ,89.09 ,180.95 ,145.37 ,139.11 ,141.96 ,783.10 ,534.29 ,314.45 
1991-07-31,231.64 ,685.39 ,203.34 ,172.42 ,88.95 ,180.87 ,147.56 ,136.74 ,144.67 ,791.31 ,509.70 ,299.26 
1991-08-30,235.46 ,703.60 ,215.76 ,171.08 ,89.63 ,181.09 ,148.04 ,137.51 ,145.01 ,784.13 ,527.55 ,290.50 
1991-09-30,230.78 ,711.93 ,208.34 ,169.02 ,90.72 ,182.93 ,147.62 ,134.03 ,146.30 ,806.34 ,523.71 ,289.62 
1991-10-31,232.17 ,726.01 ,210.02 ,169.58 ,91.27 ,185.61 ,148.01 ,134.87 ,146.74 ,789.46 ,540.74 ,286.27 
1991-11-29,228.73 ,726.32 ,213.97 ,168.67 ,91.77 ,186.91 ,150.47 ,132.19 ,145.13 ,825.00 ,565.62 ,290.93 
1991-12-31,231.33 ,748.93 ,228.08 ,166.98 ,92.98 ,190.12 ,151.37 ,127.22 ,152.98 ,866.28 ,599.13 ,284.22 
1992-01-31,232.26 ,755.21 ,208.83 ,170.14 ,90.67 ,183.93 ,152.02 ,130.93 ,150.37 ,848.85 ,629.98 ,288.13 
1992-02-28,229.15 ,775.83 ,214.15 ,170.56 ,90.54 ,184.68 ,153.65 ,130.55 ,150.36 ,834.53 ,634.50 ,287.00 
1992-03-31,240.09 ,783.60 ,217.22 ,170.15 ,90.59 ,186.23 ,154.93 ,130.15 ,151.26 ,827.17 ,633.24 ,294.76 
1992-04-30,248.08 ,822.58 ,221.30 ,171.19 ,90.73 ,186.55 ,154.94 ,131.21 ,153.50 ,820.78 ,649.88 ,302.30 
1992-05-29,243.90 ,852.37 ,220.91 ,169.76 ,91.93 ,189.72 ,152.55 ,133.05 ,156.06 ,779.42 ,672.94 ,310.72 
1992-06-30,238.70 ,911.92 ,219.13 ,166.18 ,94.09 ,194.90 ,151.47 ,135.95 ,160.60 ,792.25 ,678.87 ,325.51 
1992-07-31,240.71 ,952.25 ,232.00 ,160.41 ,99.15 ,204.60 ,150.13 ,137.68 ,163.60 ,847.29 ,653.39 ,330.40 
1992-08-31,227.89 ,980.08 ,242.01 ,162.65 ,99.92 ,206.24 ,147.21 ,142.03 ,168.41 ,833.24 ,678.59 ,340.98 
1992-09-30,226.35 ,1023.48 ,234.30 ,162.42 ,100.50 ,206.34 ,148.18 ,140.37 ,160.92 ,821.43 ,694.51 ,337.67 
1992-10-30,226.60 ,982.11 ,254.61 ,164.57 ,98.95 ,203.38 ,151.54 ,135.80 ,155.44 ,854.72 ,674.79 ,335.67 
1992-11-30,236.42 ,923.40 ,255.42 ,165.19 ,96.60 ,199.78 ,156.17 ,134.46 ,151.10 ,880.44 ,662.68 ,336.74 
1992-12-31,238.94 ,943.87 ,254.23 ,163.44 ,98.06 ,201.30 ,159.41 ,132.86 ,147.55 ,881.12 ,669.52 ,343.49 
1993-01-29,246.20 ,923.23 ,270.77 ,167.95 ,95.48 ,204.87 ,161.07 ,136.16 ,148.89 ,825.47 ,712.51 ,363.51 
1993-02-26,246.59 ,918.07 ,276.50 ,165.18 ,97.36 ,209.68 ,162.71 ,139.47 ,141.93 ,831.46 ,750.60 ,353.73 
1993-03-31,247.85 ,896.30 ,279.61 ,168.46 ,96.98 ,207.53 ,163.26 ,139.87 ,141.94 ,836.34 ,775.16 ,365.16 
1993-04-30,244.19 ,880.16 ,285.56 ,170.28 ,97.13 ,207.15 ,160.62 ,137.21 ,142.67 ,864.06 ,754.95 ,367.24 
1993-05-31,241.94 ,871.70 ,295.42 ,174.80 ,95.08 ,204.89 ,156.42 ,137.70 ,141.15 ,916.74 ,732.05 ,373.98 
1993-06-30,245.84 ,825.87 ,293.08 ,177.47 ,94.96 ,203.76 ,157.54 ,137.30 ,137.78 ,954.10 ,748.86 ,379.39 
1993-07-30,255.02 ,805.69 ,293.62 ,178.18 ,95.32 ,206.97 ,156.50 ,141.22 ,129.27 ,1088.03 ,758.04 ,375.01 
1993-08-31,254.84 ,808.01 ,295.90 ,181.24 ,94.90 ,207.32 ,156.61 ,138.89 ,134.03 ,1061.97 ,731.14 ,357.65 
1993-09-30,250.83 ,795.33 ,306.96 ,180.65 ,94.78 ,208.01 ,155.45 ,136.18 ,136.98 ,1034.66 ,667.37 ,345.32 
1993-10-29,250.20 ,832.60 ,339.43 ,183.28 ,95.60 ,207.83 ,158.02 ,137.21 ,135.76 ,1123.85 ,719.62 ,362.21 
1993-11-30,256.16 ,801.56 ,332.92 ,180.65 ,93.59 ,204.82 ,157.69 ,138.11 ,134.61 ,1218.89 ,753.19 ,378.55 
1993-12-31,247.02 ,854.40 ,295.66 ,182.00 ,93.29 ,203.07 ,159.24 ,137.97 ,134.25 ,1320.74 ,830.07 ,408.55 
1994-01-31,260.18 ,882.36 ,319.69 ,185.67 ,94.30 ,205.75 ,160.07 ,136.47 ,134.46 ,1245.28 ,837.54 ,409.71 
1994-02-28,259.43 ,866.36 ,335.31 ,185.10 ,94.44 ,205.66 ,158.15 ,138.15 ,134.23 ,1239.19 ,846.95 ,410.81 
1994-03-31,269.87 ,846.33 ,328.03 ,182.04 ,92.94 ,201.57 ,157.19 ,134.98 ,137.76 ,1265.10 ,832.11 ,405.52 
1994-04-29,271.50 ,839.06 ,326.91 ,182.26 ,94.06 ,203.24 ,158.34 ,135.82 ,138.51 ,1296.36 ,769.69 ,410.79 
1994-05-31,262.90 ,855.37 ,344.97 ,178.88 ,93.97 ,203.95 ,161.32 ,135.24 ,139.73 ,1474.99 ,777.32 ,381.33 
1994-06-30,251.71 ,840.39 ,349.88 ,175.29 ,91.73 ,203.12 ,159.36 ,135.08 ,138.86 ,1629.89 ,791.05 ,365.35 
1994-07-29,264.30 ,846.93 ,348.45 ,174.05 ,91.10 ,201.50 ,161.69 ,135.43 ,140.37 ,1680.82 ,773.70 ,357.43 
1994-08-31,261.57 ,859.48 ,350.12 ,178.91 ,89.34 ,209.30 ,161.77 ,135.80 ,140.85 ,1764.41 ,822.95 ,360.08 
1994-09-30,253.73 ,861.79 ,366.56 ,177.01 ,90.63 ,207.52 ,160.74 ,136.96 ,141.01 ,1807.84 ,862.61 ,351.81 
1994-10-31,256.72 ,890.68 ,365.11 ,177.37 ,90.47 ,207.81 ,159.48 ,138.46 ,141.41 ,1857.64 ,845.60 ,377.02 
1994-11-30,266.53 ,862.70 ,350.03 ,177.26 ,90.58 ,206.61 ,161.80 ,139.59 ,142.38 ,1865.15 ,886.96 ,412.95 
1994-12-30,262.75 ,870.99 ,355.44 ,178.22 ,90.59 ,208.95 ,161.07 ,142.24 ,142.80 ,1874.44 ,899.82 ,416.80 
1995-01-31,272.87 ,902.66 ,347.54 ,175.90 ,90.36 ,205.17 ,160.44 ,141.55 ,142.11 ,1866.67 ,911.33 ,436.07 
1995-02-28,264.29 ,884.81 ,351.67 ,176.91 ,90.03 ,201.67 ,158.02 ,143.70 ,138.92 ,1778.96 ,939.35 ,429.40 
1995-03-31,261.76 ,842.24 ,349.59 ,170.02 ,93.16 ,195.70 ,151.11 ,148.75 ,130.93 ,1875.94 ,882.83 ,406.34 
1995-04-28,275.56 ,851.19 ,335.95 ,169.30 ,93.39 ,196.27 ,152.67 ,145.88 ,132.85 ,1874.82 ,932.28 ,412.83 
1995-05-31,270.14 ,865.11 ,351.68 ,168.99 ,93.16 ,194.04 ,154.94 ,143.35 ,135.35 ,1914.41 ,902.01 ,410.89 
1995-06-30,271.96 ,893.62 ,348.34 ,168.99 ,94.35 ,191.49 ,155.00 ,145.35 ,135.70 ,2076.45 ,889.48 ,432.44 
1995-07-31,272.92 ,889.26 ,350.88 ,169.83 ,93.22 ,194.98 ,158.17 ,142.75 ,139.35 ,2066.24 ,875.90 ,410.25 
1995-08-31,271.30 ,886.51 ,362.30 ,173.28 ,91.21 ,194.84 ,163.98 ,137.88 ,144.05 ,2024.39 ,863.04 ,410.78 
1995-09-29,267.61 ,922.43 ,380.53 ,173.60 ,92.87 ,195.77 ,162.10 ,140.35 ,143.56 ,2020.66 ,938.25 ,414.30 
1995-10-31,266.74 ,903.15 ,387.98 ,171.85 ,94.00 ,197.49 ,163.22 ,142.24 ,145.57 ,1978.69 ,941.98 ,405.38 
1995-11-30,267.46 ,930.59 ,394.91 ,172.32 ,94.34 ,197.35 ,163.78 ,141.93 ,147.30 ,2070.94 ,955.89 ,401.94 
1995-12-29,267.92 ,898.52 ,396.65 ,174.07 ,93.04 ,194.84 ,165.56 ,142.19 ,148.34 ,2204.61 ,954.23 ,374.27 
1996-01-31,264.47 ,868.88 ,391.99 ,177.23 ,91.95 ,194.11 ,169.99 ,138.92 ,151.86 ,2040.72 ,874.12 ,399.09 
1996-02-29,265.15 ,890.82 ,386.79 ,180.89 ,89.65 ,191.43 ,170.41 ,139.51 ,153.42 ,2122.38 ,916.75 ,424.09 
1996-03-29,259.40 ,899.73 ,400.65 ,178.59 ,89.88 ,194.70 ,171.70 ,140.66 ,155.27 ,2201.65 ,934.91 ,444.50 
1996-04-30,272.46 ,871.26 ,395.19 ,181.90 ,89.75 ,195.15 ,174.44 ,143.18 ,158.86 ,1997.17 ,1028.04 ,443.26 
1996-05-31,272.63 ,867.01 ,397.02 ,183.60 ,90.26 ,192.46 ,176.14 ,144.59 ,160.99 ,2058.73 ,994.71 ,438.33 
1996-06-28,276.32 ,883.23 ,395.06 ,184.64 ,90.57 ,191.26 ,177.00 ,145.61 ,162.51 ,2112.38 ,1013.74 ,459.99 
1996-07-31,279.16 ,875.53 ,395.96 ,186.01 ,90.71 ,190.34 ,175.36 ,141.86 ,159.88 ,2366.83 ,958.51 ,471.59 
1996-08-30,276.62 ,863.43 ,389.03 ,186.74 ,89.93 ,191.79 ,177.47 ,144.05 ,162.14 ,2521.06 ,982.21 ,499.85 
1996-09-30,282.15 ,877.19 ,391.19 ,185.78 ,91.13 ,192.63 ,180.11 ,148.35 ,166.31 ,2795.84 ,1086.55 ,525.67 
1996-10-31,283.63 ,892.75 ,399.06 ,186.93 ,92.29 ,189.34 ,183.12 ,150.31 ,169.08 ,2996.13 ,1057.33 ,515.32 
1996-11-29,288.87 ,893.95 ,407.09 ,187.60 ,93.28 ,189.76 ,186.46 ,154.10 ,172.61 ,2968.18 ,1097.96 ,501.42 
1996-12-31,297.56 ,908.00 ,405.57 ,189.40 ,94.35 ,189.08 ,187.92 ,154.79 ,174.09 ,3127.15 ,1146.69 ,541.66 
1997-01-31,310.03 ,914.00 ,420.17 ,187.40 ,94.60 ,188.36 ,189.73 ,157.65 ,174.18 ,2999.94 ,1112.03 ,545.23 
1997-02-28,303.85 ,948.41 ,412.94 ,189.37 ,94.29 ,192.26 ,191.32 ,161.23 ,175.33 ,3288.84 ,958.22 ,503.94 
1997-03-31,311.30 ,989.47 ,395.88 ,188.67 ,93.51 ,192.42 ,191.51 ,161.28 ,176.39 ,3257.88 ,978.46 ,520.23 
1997-04-30,318.30 ,991.99 ,405.43 ,187.68 ,93.60 ,191.45 ,193.77 ,163.45 ,177.94 ,3149.46 ,1011.76 ,547.90 
1997-05-30,314.61 ,976.61 ,433.21 ,189.61 ,93.72 ,190.08 ,189.95 ,158.94 ,173.58 ,2970.79 ,1112.37 ,562.89 
1997-06-30,317.49 ,1024.11 ,440.31 ,190.35 ,94.06 ,191.63 ,190.16 ,160.57 ,175.05 ,3153.38 ,1068.96 ,514.18 
1997-07-31,309.66 ,1054.29 ,441.16 ,191.78 ,95.03 ,191.28 ,190.19 ,163.68 ,175.44 ,3183.60 ,1055.75 ,551.22 
1997-08-29,314.98 ,1046.52 ,468.43 ,190.73 ,94.51 ,190.51 ,191.58 ,160.54 ,175.81 ,2962.03 ,1031.70 ,546.98 
1997-09-30,325.79 ,1105.18 ,463.83 ,191.64 ,95.90 ,189.71 ,190.26 ,157.58 ,175.10 ,3222.00 ,1017.69 ,531.18 
1997-10-31,318.29 ,1122.19 ,418.13 ,191.11 ,95.80 ,188.18 ,190.15 ,154.15 ,175.58 ,3234.64 ,1015.25 ,530.33 
1997-11-28,320.54 ,1165.03 ,410.43 ,190.84 ,96.12 ,189.21 ,192.06 ,156.30 ,178.80 ,3077.65 ,1012.71 ,558.49 
1997-12-31,321.40 ,1191.90 ,405.62 ,190.70 ,95.85 ,189.87 ,192.65 ,155.72 ,177.19 ,2913.67 ,1007.14 ,570.15 
1998-01-30,306.37 ,1303.41 ,374.17 ,194.33 ,95.33 ,192.49 ,191.99 ,153.21 ,177.15 ,2926.69 ,1030.24 ,570.07 
1998-02-27,325.80 ,1300.94 ,414.93 ,194.84 ,94.60 ,193.60 ,192.80 ,154.38 ,177.86 ,2762.76 ,1069.94 ,561.67 
1998-03-31,319.47 ,1417.77 ,380.20 ,195.05 ,95.21 ,193.20 ,191.28 ,152.57 ,177.40 ,2744.81 ,1040.59 ,576.85 
1998-04-30,313.35 ,1472.12 ,403.98 ,194.29 ,95.22 ,191.96 ,191.04 ,152.38 ,176.39 ,2829.28 ,1016.09 ,578.70 
1998-05-29,288.97 ,1550.27 ,410.15 ,195.37 ,95.69 ,193.63 ,193.65 ,154.17 ,176.62 ,2824.90 ,1025.55 ,575.19 
1998-06-30,276.09 ,1622.59 ,404.34 ,195.87 ,95.27 ,194.64 ,194.02 ,155.36 ,178.23 ,2804.68 ,1055.09 ,574.79 
1998-07-31,270.20 ,1686.43 ,381.49 ,194.85 ,95.54 ,195.52 ,195.67 ,157.94 ,178.40 ,2643.18 ,1031.47 ,623.08 
1998-08-31,274.91 ,1676.61 ,357.94 ,191.69 ,93.87 ,199.34 ,191.84 ,159.87 ,174.02 ,2597.02 ,1032.66 ,628.77 
1998-09-30,306.69 ,1513.44 ,365.52 ,192.00 ,93.63 ,197.13 ,192.18 ,162.57 ,172.54 ,2843.18 ,958.39 ,563.43 
1998-10-30,331.61 ,1427.34 ,382.97 ,192.97 ,92.86 ,196.48 ,190.38 ,156.18 ,168.02 ,2701.06 ,1000.62 ,589.93 
1998-11-30,331.40 ,1447.20 ,380.34 ,192.95 ,92.69 ,195.40 ,193.88 ,155.80 ,171.83 ,2614.69 ,1097.25 ,634.25 
1998-12-31,322.09 ,1564.55 ,390.58 ,196.99 ,93.37 ,193.32 ,191.05 ,157.98 ,167.13 ,2556.59 ,1100.20 ,655.97 
1999-01-29,323.39 ,1576.81 ,399.10 ,197.09 ,94.33 ,194.39 ,194.71 ,155.78 ,170.10 ,2689.47 ,1066.81 ,635.13 
1999-02-26,333.97 ,1555.67 ,393.88 ,193.94 ,93.32 ,198.22 ,199.04 ,158.39 ,169.02 ,2619.64 ,1067.51 ,664.02 
1999-03-31,335.79 ,1530.91 ,393.26 ,193.85 ,92.03 ,198.50 ,200.39 ,155.77 ,173.83 ,2773.56 ,826.38 ,583.26 
1999-04-30,358.41 ,1405.87 ,413.74 ,191.99 ,92.52 ,202.33 ,207.85 ,147.06 ,179.19 ,2707.50 ,839.98 ,565.33 
1999-05-31,343.73 ,1408.20 ,415.19 ,190.29 ,93.07 ,202.48 ,206.53 ,147.64 ,179.92 ,2755.58 ,843.41 ,569.72 
1999-06-30,346.83 ,1510.35 ,391.93 ,191.53 ,91.67 ,200.20 ,206.77 ,148.59 ,182.01 ,2648.48 ,873.21 ,615.31 
1999-07-30,354.27 ,1484.33 ,376.93 ,191.27 ,90.33 ,198.68 ,197.93 ,146.42 ,175.24 ,2525.93 ,895.55 ,616.65 
1999-08-31,350.10 ,1447.53 ,384.09 ,191.45 ,89.81 ,197.34 ,193.80 ,148.96 ,172.03 ,2476.04 ,914.46 ,600.64 
1999-09-30,338.28 ,1469.74 ,399.36 ,191.34 ,88.49 ,195.37 ,192.81 ,150.83 ,172.93 ,2408.73 ,965.59 ,644.55 
1999-10-29,328.73 ,1559.54 ,386.89 ,190.12 ,88.57 ,196.48 ,190.28 ,152.42 ,171.25 ,2539.53 ,947.45 ,649.95 
1999-11-30,326.34 ,1682.88 ,398.74 ,189.24 ,89.28 ,197.50 ,192.78 ,159.52 ,171.10 ,2461.75 ,1007.13 ,714.13 
1999-12-31,320.90 ,1793.44 ,413.13 ,186.75 ,89.42 ,197.87 ,197.78 ,161.62 ,174.53 ,2318.36 ,1084.07 ,754.64 
2000-01-31,304.85 ,1850.05 ,429.11 ,186.74 ,89.93 ,198.22 ,199.64 ,162.46 ,178.04 ,2136.24 ,1115.72 ,762.53 
2000-02-29,285.05 ,1972.48 ,418.87 ,189.62 ,88.90 ,195.09 ,199.81 ,160.87 ,177.46 ,1876.36 ,1230.15 ,849.04 
2000-03-31,285.28 ,1926.22 ,409.98 ,191.40 ,87.80 ,195.18 ,195.04 ,163.35 ,173.85 ,1986.11 ,1137.27 ,780.81 
2000-04-28,282.34 ,1938.53 ,393.93 ,190.09 ,87.68 ,196.67 ,198.61 ,164.37 ,176.82 ,1917.07 ,1162.56 ,796.27 
2000-05-31,283.08 ,1903.50 ,369.75 ,190.63 ,88.04 ,197.32 ,192.10 ,161.30 ,169.78 ,1752.52 ,1251.89 ,836.57 
2000-06-30,292.19 ,1883.84 ,391.69 ,191.68 ,87.96 ,194.48 ,193.43 ,157.65 ,172.55 ,1629.84 ,1381.86 ,922.50 
2000-07-31,298.16 ,1852.78 ,380.28 ,191.14 ,87.95 ,196.46 ,195.00 ,158.57 ,173.26 ,1798.25 ,1326.87 ,878.57 
2000-08-31,296.35 ,1878.70 ,376.35 ,192.72 ,88.02 ,194.53 ,192.46 ,164.70 ,171.57 ,1495.79 ,1586.41 ,1030.90 
2000-09-29,302.59 ,1789.70 ,383.69 ,192.70 ,88.01 ,194.72 ,185.95 ,165.23 ,168.75 ,1524.38 ,1538.10 ,1016.24 
2000-10-31,302.16 ,1755.18 ,377.07 ,192.54 ,88.04 ,195.20 ,185.84 ,167.61 ,169.09 ,1483.06 ,1570.66 ,1028.48 
2000-11-30,309.13 ,1728.79 ,384.24 ,193.36 ,88.18 ,194.26 ,189.01 ,161.46 ,170.11 ,1312.19 ,1768.32 ,1035.11 
2000-12-29,314.93 ,1721.51 ,372.34 ,194.87 ,88.47 ,192.87 ,195.96 ,152.15 ,175.59 ,1320.89 ,1701.04 ,893.16 
2001-01-31,314.05 ,1661.04 ,377.07 ,194.68 ,88.15 ,193.80 ,198.46 ,151.56 ,177.67 ,1398.28 ,1554.34 ,904.27 
2001-02-28,338.62 ,1659.97 ,385.23 ,194.23 ,88.48 ,193.46 ,195.33 ,153.18 ,176.46 ,1411.47 ,1522.40 ,894.83 
2001-03-30,339.29 ,1629.51 ,373.54 ,194.73 ,88.11 ,194.31 ,193.79 ,158.15 ,178.25 ,1362.73 ,1552.53 ,907.27 
2001-04-30,332.18 ,1489.50 ,376.76 ,193.58 ,87.66 ,195.62 ,198.48 ,155.25 ,181.07 ,1332.73 ,1589.57 ,927.57 
2001-05-31,324.34 ,1527.39 ,363.02 ,193.04 ,87.68 ,197.41 ,197.39 ,150.22 ,180.23 ,1317.05 ,1583.15 ,985.36 
2001-06-29,334.05 ,1595.14 ,372.60 ,193.07 ,87.70 ,196.99 ,201.26 ,154.97 ,183.62 ,1386.88 ,1522.89 ,1013.75 
2001-07-31,338.51 ,1592.44 ,381.36 ,194.23 ,87.61 ,198.32 ,200.30 ,155.65 ,184.42 ,1498.36 ,1408.18 ,996.77 
2001-08-31,348.82 ,1677.87 ,391.87 ,194.42 ,86.50 ,198.29 ,200.54 ,151.84 ,186.52 ,1436.65 ,1517.12 ,1069.96 
2001-09-28,348.50 ,1663.10 ,393.77 ,193.53 ,87.15 ,199.13 ,189.92 ,156.10 ,180.42 ,1506.46 ,1505.61 ,1127.22 
2001-10-31,343.83 ,1568.87 ,389.80 ,194.24 ,87.60 ,198.61 ,195.01 ,157.54 ,184.94 ,1514.88 ,1518.40 ,1073.74 
2001-11-30,352.70 ,1510.01 ,383.98 ,194.94 ,86.72 ,198.01 ,199.48 ,156.38 ,187.39 ,1643.91 ,1535.35 ,1127.80 
2001-12-31,358.44 ,1491.29 ,380.86 ,193.66 ,85.50 ,199.60 ,203.27 ,159.44 ,192.96 ,1622.19 ,1541.62 ,1147.70 
2002-01-31,368.43 ,1504.50 ,395.20 ,193.99 ,85.66 ,200.23 ,206.99 ,158.82 ,195.00 ,1625.68 ,1609.63 ,1178.16 
2002-02-28,356.97 ,1493.52 ,395.76 ,192.76 ,85.97 ,202.29 ,207.84 ,159.58 ,198.65 ,1552.67 ,1633.00 ,1193.17 
2002-03-29,358.44 ,1457.70 ,393.32 ,194.00 ,85.97 ,199.59 ,212.41 ,160.67 ,202.41 ,1577.70 ,1386.37 ,1130.85 
2002-04-30,369.12 ,1425.17 ,411.16 ,193.02 ,86.30 ,200.71 ,208.07 ,162.01 ,202.76 ,1510.31 ,1340.19 ,1142.91 
2002-05-31,372.60 ,1442.78 ,401.04 ,193.48 ,86.56 ,201.72 ,211.35 ,166.12 ,208.34 ,1634.72 ,1454.12 ,1227.25 
2002-06-28,373.80 ,1457.42 ,406.84 ,192.80 ,86.57 ,202.48 ,202.95 ,166.88 ,208.89 ,1610.78 ,1462.75 ,1218.94 
2002-07-31,383.31 ,1543.67 ,400.85 ,192.66 ,87.15 ,204.27 ,197.81 ,165.51 ,205.82 ,1659.49 ,1511.01 ,1248.44 
2002-08-30,385.42 ,1536.30 ,407.11 ,192.40 ,88.06 ,206.31 ,199.06 ,164.97 ,207.58 ,1508.62 ,1551.40 ,1189.84 
2002-09-30,385.06 ,1659.64 ,420.76 ,190.79 ,89.37 ,208.47 ,197.60 ,169.90 ,211.18 ,1419.75 ,1583.35 ,1246.21 
2002-10-31,394.17 ,1520.37 ,387.53 ,190.85 ,89.32 ,206.54 ,203.18 ,170.31 ,215.26 ,1627.73 ,1507.76 ,1207.17 
2002-11-29,393.02 ,1422.59 ,379.10 ,191.92 ,89.53 ,207.53 ,206.04 ,174.15 ,220.11 ,1699.28 ,1415.69 ,1158.09 
2002-12-31,390.70 ,1520.50 ,384.49 ,190.51 ,88.74 ,208.09 ,200.33 ,178.48 ,221.82 ,1485.38 ,1457.89 ,1202.35 
2003-01-31,386.39 ,1566.88 ,383.81 ,191.54 ,88.63 ,207.29 ,207.61 ,179.90 ,225.62 ,1403.06 ,1509.63 ,1230.81 
2003-02-28,374.96 ,1619.38 ,386.42 ,190.45 ,89.46 ,208.59 ,213.58 ,177.86 ,222.51 ,1192.62 ,1703.39 ,1342.13 
2003-03-31,379.49 ,1607.48 ,403.25 ,190.57 ,89.78 ,208.34 ,214.77 ,176.81 ,221.21 ,1302.03 ,1578.31 ,1238.37 
2003-04-30,383.59 ,1465.18 ,389.61 ,190.43 ,89.20 ,208.83 ,218.04 ,178.76 ,226.87 ,1403.34 ,1461.52 ,1191.81 
2003-05-30,388.98 ,1499.50 ,401.08 ,189.88 ,90.36 ,211.99 ,219.99 ,182.04 ,230.80 ,1265.85 ,1493.26 ,1278.31 
