,Date,AXP,AMGN,AAPL,BA,CAT,CSCO,CVX,GS,HD,HON,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,CRM,VZ,V,WBA,WMT,DIS
0,2016-01-04,67.59,158.34,26.338,140.5,67.99,26.41,88.85,177.14,131.07,97.6468,129.8545,33.99,100.48,42.4,63.62,117.58,146.82,50.041000000000004,54.8,61.52,78.37,109.97,116.46,76.71,45.87,75.7,83.05,61.46,102.98
1,2016-01-05,66.55,158.17,25.678,141.07,67.28,26.29,89.61,174.09,130.43,98.4465,129.759,33.83,100.9,42.55,63.73,119.2,147.46,50.6799,55.05,62.38,78.62,110.47,116.68,77.05,46.5,76.27,80.87,62.92,100.9
2,2016-01-06,64.42,156.72,25.175,138.83,66.22,26.01,86.07,169.84,129.08,97.3326,129.1095,33.08,100.39,42.32,62.81,118.4,144.49,49.9838,54.05,61.49,77.86,109.04,115.49,76.29,45.52,75.27,79.63,63.55,100.36
3,2016-01-07,63.84,152.98,24.113000000000003,133.01,63.94,25.41,83.02,164.62,125.4,94.4671,126.9031,31.84,99.22,41.62,60.27,115.66,140.97,49.5452,52.17,59.85,77.18,106.44,112.09,74.3,45.27,73.79,81.17,65.03,99.5
4,2016-01-08,63.63,150.705,24.24,129.99,63.29,24.78,82.13,163.94,123.9,93.7055,125.7282,31.51,98.16,41.51,58.92,115.48,140.49,48.7061,52.33,58.87,75.97,105.99,110.16,73.23,44.83,72.88,81.05,63.54,99.25
5,2016-01-11,64.05,147.69,24.633000000000003,130.21,61.47,25.27,80.77,165.73,125.78,93.696,127.2565,32.06,97.57,41.58,58.83,116.69,140.46,48.8682,52.3,59.55,76.67,106.79,109.58,73.18,45.09,73.92,81.02,64.22,99.92
6,2016-01-12,64.4,150.79,24.99,131.92,61.6,25.35,82.15,165.71,127.49,94.41,126.9413,32.68,98.24,42.12,58.96,117.44,140.86,49.3545,52.78,59.94,76.51,107.98,112.26,74.46,44.93,74.76,81.82,63.62,101.46
7,2016-01-13,62.85,145.46,24.348000000000003,128.12,60.89,24.6,81.33,158.99,121.4,92.4394,125.2889,31.91,97.02,41.85,57.34,115.12,138.72,48.3056,51.64,58.78,75.85,106.06,109.23,72.35,44.15,73.1,79.93,61.92,98.48
8,2016-01-14,63.29,153.16,24.88,129.2,62.27,24.66,85.47,161.39,119.62,94.0006,126.9508,32.74,98.89,41.88,58.2,116.62,141.18,49.3926,53.11,58.51,76.15,106.98,110.76,73.07,44.87,73.8,81.87,63.06,99.11
9,2016-01-15,62.91,151.3,24.283,125.63,59.87,23.62,83.67,155.61,119.23,92.5917,124.2,29.76,97.0,41.5,57.04,115.18,138.69,48.7633,50.99,57.56,74.98,105.1,109.27,70.86,44.43,71.83,79.93,61.93,93.9
10,2016-01-19,62.64,151.3,24.165,126.06,59.03,23.85,81.51,156.82,119.76,92.6583,122.3661,29.8,97.5,41.92,57.01,117.5,138.39,48.95399999999999,50.56,58.32,76.73,105.76,112.58,70.8,44.87,71.39,80.7,62.56,93.97
11,2016-01-20,63.03,155.02,24.198,122.14,58.81,22.9,78.98,153.75,116.46,91.6206,116.3963,29.59,95.75,41.38,55.51,115.78,136.96,48.2007,50.79,59.04,75.83,103.65,114.79,70.33,44.42,70.68,79.45,60.84,92.54
12,2016-01-21,62.64,152.78,24.075,123.4,59.69,22.9,81.05,151.65,120.22,91.9443,117.3992,29.66,95.94,41.39,55.25,117.84,137.76,48.5535,50.48,60.56,76.72,102.7,113.5,69.51,45.87,71.56,78.98,61.88,94.02
13,2016-01-22,55.06,156.08,25.355,124.61,60.98,23.37,83.54,156.86,122.76,93.1248,117.0076,29.925,96.75,42.06,56.95,118.4,139.52,48.9636,52.29,60.88,77.36,103.14,114.33,71.55,47.04,72.7,80.84,62.69,96.9
14,2016-01-25,55.02,153.43,24.86,124.01,57.91,23.17,80.89,151.12,121.71,91.8491,116.6064,29.6,96.4,42.16,55.66,119.2,137.57,48.5535,51.79,60.7,76.85,102.08,113.38,69.92,47.03,71.74,78.71,63.45,95.29
15,2016-01-26,55.09,153.78,24.998,128.01,59.16,23.72,84.12,154.45,122.2,93.7817,117.0936,29.94,101.18,42.08,57.08,120.43,144.78,49.0589,52.17,61.11,78.81,103.25,113.96,69.87,48.25,71.88,79.44,64.0,96.27
16,2016-01-27,54.52,150.47,23.355,116.58,58.32,23.43,83.29,153.72,121.57,92.3061,115.5366,29.81,102.16,42.09,57.04,120.87,145.55,48.0291,51.22,59.58,78.8,103.31,112.33,67.43,49.03,70.91,78.45,63.95,94.32
17,2016-01-28,52.88,148.35,23.523000000000003,118.01,61.08,23.105,85.92,157.06,122.28,93.2676,116.7401,29.97,102.27,42.57,57.28,122.38,147.32,46.9135,52.055,61.2,79.82,104.47,111.38,65.69,49.01,69.33,77.61,64.22,93.53
18,2016-01-29,53.5,152.73,24.335,120.13,62.24,23.79,86.47,161.56,125.76,98.2466,119.1949,31.02,104.44,42.92,59.5,123.78,151.0,48.3152,55.09,62.01,81.69,107.04,115.16,68.06,49.97,74.49,79.72,66.36,95.82
19,2016-02-01,54.7,152.75,24.108,121.56,62.7,23.48,85.29,159.65,126.51,97.9419,119.2331,30.82,104.37,43.0,58.86,124.61,148.73,48.3914,54.71,63.16,81.12,107.01,115.89,68.44,50.76,74.38,80.07,67.5,95.15
20,2016-02-02,53.66,150.11,23.62,117.52,60.67,22.83,81.24,151.7,125.27,95.8285,117.4279,29.8,103.41,42.44,57.03,123.95,147.87,48.0672,53.0,62.55,80.22,106.03,113.88,64.52,49.91,73.4,78.0,66.86,93.12
21,2016-02-03,54.11,150.69,24.088,121.87,63.27,23.1,84.62,152.68,123.79,97.2565,119.1281,29.34,104.14,42.72,57.41,121.47,152.52,47.724,52.16,62.49,81.1,106.89,112.75,65.34,50.62,74.38,76.81,66.27,95.14
22,2016-02-04,54.38,149.91,24.15,123.61,65.96,23.54,84.79,156.49,121.11,97.6278,121.9267,29.77,103.9,42.53,58.4,120.66,153.44,46.3318,52.0,60.17,80.7,107.49,114.2,67.2,50.43,73.68,77.19,66.42,95.43
23,2016-02-05,53.98,145.04,23.505,122.56,66.12,22.89,82.88,156.47,116.43,97.2279,122.8054,29.04,100.54,42.44,57.75,115.4,153.47,47.0851,50.16,57.17,81.2,106.29,111.72,58.51,50.97,71.54,75.2,67.0,93.9
24,2016-02-08,52.4,143.0,23.753,119.47,64.58,22.93,85.99,149.25,111.85,96.6567,121.2867,28.82,102.0,42.65,56.54,116.05,153.9,46.5607,49.41,55.04,82.62,105.6,110.02,54.05,50.74,67.77,72.91,66.9,92.12
25,2016-02-09,52.63,143.16,23.748,118.88,63.93,22.65,82.92,148.25,113.86,97.7896,118.5072,28.81,101.97,43.3,56.2,117.01,154.74,46.8753,49.28,55.68,82.64,105.92,111.16,57.33,50.15,68.33,74.93,65.81,92.32
26,2016-02-10,52.29,144.81,23.568,116.36,62.14,22.51,83.04,147.23,114.33,97.6754,114.8012,28.23,101.73,42.55,55.52,117.54,152.45,47.2281,49.71,57.41,81.62,105.72,112.74,58.76,49.98,70.15,76.01,65.79,88.85
27,2016-02-11,51.11,141.46,23.425,108.44,61.41,24.68,82.99,140.69,113.27,96.6662,112.5661,28.22,101.7,42.41,53.07,116.73,150.67,46.5797,49.69,56.0,79.9,103.77,110.62,59.24,49.39,68.47,75.53,65.32,90.31
28,2016-02-12,52.66,144.72,23.498,108.63,63.15,25.11,85.43,146.13,116.32,98.5131,115.6131,28.64,101.82,43.11,57.49,117.93,153.96,46.7514,50.5,56.42,80.99,107.49,111.82,59.68,50.11,70.42,77.08,66.18,91.15
29,2016-02-16,53.18,147.15,24.16,112.6,65.21,25.84,84.81,149.02,119.43,99.9126,117.2368,28.78,102.32,43.36,58.35,119.18,155.53,47.4665,51.09,57.79,81.47,107.37,115.15,59.72,50.24,71.1,76.55,65.9,92.91
30,2016-02-17,53.61,151.07,24.53,116.34,67.26,26.46,88.31,150.94,121.21,101.0359,120.4462,29.47,102.5,43.49,58.77,118.64,156.62,48.2484,52.42,58.17,82.45,109.18,118.3,63.49,50.32,72.03,78.16,66.11,95.5
31,2016-02-18,54.15,149.3,24.065,117.57,66.12,26.43,86.73,147.73,119.97,101.3596,126.5115,29.42,104.24,43.61,57.81,117.17,156.78,47.9814,52.19,58.6,81.98,108.85,117.45,61.7,50.94,71.24,76.55,64.12,95.17
32,2016-02-19,54.71,150.12,24.01,115.16,65.42,26.55,86.5,146.91,121.69,102.1212,127.1132,28.71,104.16,43.77,57.82,116.53,156.45,47.7907,51.82,59.31,81.79,108.09,117.68,62.14,50.86,71.53,77.57,64.66,95.01
33,2016-02-22,55.63,148.56,24.22,117.39,67.31,26.63,88.82,148.79,122.85,100.12200000000001,127.7723,29.35,104.75,43.94,58.57,117.67,157.7,48.4105,52.65,60.17,82.13,109.35,121.27,63.98,51.07,73.06,78.8,65.63,96.37
34,2016-02-23,55.11,147.26,23.673000000000002,116.9,65.78,26.12,84.91,144.91,124.53,98.6654,126.4637,28.8,104.08,43.69,56.12,116.9,156.17,48.1912,51.18,60.21,81.81,107.91,121.15,62.9,50.63,72.15,78.73,66.48,95.38
35,2016-02-24,54.64,147.11,24.025,115.59,65.88,26.32,85.27,145.56,125.61,98.3418,126.8458,29.19,104.96,43.91,56.14,117.06,157.22,48.2103,51.36,60.4,81.56,108.48,120.2,62.52,50.82,71.85,79.43,67.12,95.43
36,2016-02-25,55.39,146.75,24.19,116.82,66.47,26.6,85.3,148.25,126.86,99.189,128.4696,29.62,106.38,44.16,57.01,118.37,158.99,48.6298,52.1,62.38,82.34,109.27,121.2,69.42,51.11,73.27,79.92,68.04,95.65
37,2016-02-26,55.38,147.6,24.228,118.16,66.87,26.41,84.35,150.25,126.26,98.0847,126.1103,29.8,105.78,43.14,57.54,117.06,158.27,48.2866,51.3,62.6,81.1,108.46,121.33,69.72,51.02,72.73,79.57,66.51,95.31
38,2016-02-29,55.58,142.28,24.173000000000002,118.18,67.7,26.18,83.44,149.53,124.12,96.4854,125.1551,29.59,105.21,43.13,56.3,117.19,156.87,47.8765,50.88,61.59,80.29,107.52,119.1,67.75,50.73,72.39,78.94,66.34,95.52
39,2016-03-01,56.8,148.39,25.133000000000003,119.96,69.09,26.83,86.13,154.65,125.7,100.7884,128.3454,30.37,107.22,43.69,59.2,118.85,159.59,49.345,52.58,62.92,81.23,110.13,121.67,70.02,51.46,74.64,80.35,66.46,97.65
40,2016-03-02,57.12,147.49,25.188000000000002,119.65,69.38,26.9,87.14,154.2,125.59,101.3786,130.1889,30.54,107.04,43.77,59.76,118.48,159.41,49.8408,52.95,62.22,82.55,110.2,121.27,70.43,52.12,74.3,79.46,66.21,97.0
41,2016-03-03,58.09,145.84,25.375,119.61,71.75,26.87,87.53,155.33,126.8,102.7971,131.6216,30.58,106.65,43.96,59.96,116.69,159.38,49.6787,52.35,61.47,82.84,109.8,121.82,70.8,51.89,73.91,79.92,66.14,98.82
42,2016-03-04,58.29,145.98,25.753,121.07,72.84,26.8,87.93,156.84,125.56,102.959,131.6216,30.63,106.5,44.11,60.05,117.18,160.07,49.6596,52.03,61.26,83.49,110.4,121.8,71.06,51.81,73.9,79.45,66.78,98.48
43,2016-03-07,59.0,147.31,25.468000000000004,122.9,74.77,27.14,90.67,155.35,126.17,102.3116,133.8662,30.94,106.74,44.01,59.94,117.15,160.57,50.1936,51.03,59.25,83.1,110.41,121.76,70.49,52.21,71.94,79.15,67.89,99.39
44,2016-03-08,59.43,144.63,25.258000000000003,122.35,71.73,27.05,88.74,151.6,126.72,102.4163,132.8347,30.56,106.22,44.32,58.78,118.42,160.2,50.0124,51.65,59.81,83.06,110.85,121.66,69.82,52.46,70.62,80.39,68.04,97.82
45,2016-03-09,59.05,140.9,25.28,122.86,71.87,27.61,92.82,149.91,126.03,103.7015,134.1146,30.865,106.84,44.81,59.12,119.64,160.09,49.9266,52.84,58.33,82.96,111.33,121.1,71.04,52.34,70.68,81.6,67.53,97.66
46,2016-03-10,58.75,141.03,25.293000000000003,122.94,71.36,27.38,93.94,151.02,125.89,103.1589,133.9044,31.25,107.14,45.23,58.61,119.98,159.89,50.575,52.05,58.88,82.28,111.53,122.09,70.7,52.32,70.22,80.66,67.41,97.04
47,2016-03-11,59.46,144.57,25.565,124.63,72.8,27.86,94.58,153.94,128.46,103.7967,135.9771,31.76,107.71,45.2,59.34,121.55,161.88,50.7276,53.07,60.08,81.75,113.64,125.1,71.63,52.53,71.63,81.41,67.17,97.94
48,2016-03-14,59.57,144.62,25.63,126.34,72.73,27.7,94.26,153.49,128.84,103.3017,136.3783,31.43,107.66,45.29,59.12,122.9,161.81,50.6132,53.17,60.81,81.17,112.82,125.22,72.22,52.54,71.49,81.52,67.36,98.81
49,2016-03-15,59.23,143.21,26.145,126.36,72.44,27.66,94.27,152.03,129.71,103.4635,136.5502,31.65,107.76,45.24,59.2,123.43,162.41,49.9838,53.59,61.4,81.31,113.92,124.85,71.7,52.67,71.91,81.32,68.09,98.24
50,2016-03-16,59.7,143.98,26.493000000000002,127.57,74.34,27.88,95.4,150.54,130.45,103.9871,138.2982,31.69,107.41,45.05,58.92,123.52,162.89,49.5261,54.35,61.86,81.34,114.68,124.9,72.73,53.21,72.37,82.1,67.99,98.44
51,2016-03-17,60.08,144.13,26.45,130.7,75.9,28.19,96.89,152.91,130.88,105.6912,140.4473,31.98,106.74,45.77,58.75,123.16,163.75,49.1352,54.66,63.18,82.75,115.83,124.53,72.72,53.63,73.14,83.3,67.45,99.6
52,2016-03-18,61.22,145.51,26.48,133.96,75.47,28.33,97.69,157.6,131.35,106.7194,140.4951,32.68,107.5,45.6,60.48,124.08,165.33,49.8217,53.49,62.99,83.15,115.76,126.72,72.65,53.24,73.78,83.94,66.95,99.2
53,2016-03-21,61.21,147.01,26.478,135.86,75.89,28.19,96.44,156.29,131.01,107.2715,141.966,32.34,107.28,45.67,60.46,123.81,164.84,50.3462,53.86,64.72,83.32,116.03,126.74,72.25,53.44,73.77,83.55,67.97,98.46
54,2016-03-22,60.61,150.62,26.68,135.12,75.55,28.28,95.5,154.2,130.59,107.5571,141.4598,32.32,107.38,45.5,60.24,123.82,164.91,50.5655,54.07,64.9,82.74,116.06,128.02,72.85,53.21,72.96,82.8,67.87,97.58
55,2016-03-23,60.63,148.76,26.533,132.86,73.68,27.83,93.59,154.08,130.22,106.8241,138.8808,32.0,108.5,45.46,59.94,124.19,164.27,50.6132,53.97,62.44,82.82,115.89,129.79,71.78,52.91,73.91,82.34,67.46,96.83
56,2016-03-24,60.47,149.24,26.418000000000003,132.12,75.29,27.96,94.85,153.0,130.46,105.9768,141.3165,31.88,108.31,45.58,59.48,123.29,164.46,50.6036,54.21,61.65,82.89,115.39,128.59,72.44,53.56,74.14,82.33,68.0,97.22
57,2016-03-28,60.28,148.37,26.298000000000002,131.29,75.32,27.9,94.68,153.84,131.08,106.2434,141.7463,31.9,108.23,45.8,59.4,123.17,166.28,50.3748,53.54,61.34,82.62,116.25,128.92,71.95,53.4,74.08,82.79,68.12,98.09
58,2016-03-29,60.6,149.49,26.92,130.88,76.01,28.1,95.32,155.03,132.47,106.529,142.6346,32.38,109.14,46.48,59.03,123.97,164.39,50.842,54.71,61.49,82.8,116.41,129.83,72.3,54.05,75.38,83.02,68.03,98.16
59,2016-03-30,60.29,149.48,27.39,128.58,76.51,28.46,95.25,156.5,133.42,106.786,141.7559,32.71,108.98,46.58,59.71,125.83,166.75,50.7467,55.05,62.04,82.68,117.43,129.68,74.3,54.04,76.78,83.63,68.8,98.91
60,2016-03-31,61.4,149.93,27.248,126.94,76.54,28.47,95.4,156.98,133.43,106.6718,144.6596,32.35,108.2,46.39,59.22,125.68,166.63,50.4511,55.23,61.47,82.31,116.71,128.9,73.83,54.08,76.48,84.24,68.49,99.31
61,2016-04-01,61.1,154.16,27.498,126.96,76.79,28.69,94.26,159.82,134.85,107.7951,145.6816,32.45,109.19,46.83,59.87,127.02,167.53,51.2043,55.57,61.59,83.53,117.4,129.92,75.73,54.01,77.59,86.7,69.06,99.07
62,2016-04-04,60.62,154.66,27.78,126.34,75.72,28.14,93.43,157.77,134.85,107.1478,145.2518,32.0,108.59,46.89,59.2,127.57,166.4,51.8718,55.43,59.97,83.21,117.56,129.49,75.69,54.42,77.83,86.31,69.1,98.68
63,2016-04-05,60.19,152.95,27.453000000000003,127.03,75.24,27.58,92.67,155.35,134.58,106.4147,143.2746,31.9,108.95,46.53,58.36,127.38,165.81,51.7193,54.56,59.67,83.16,116.13,127.04,74.58,54.09,76.97,83.36,68.64,97.0
64,2016-04-06,59.88,159.66,27.74,127.93,75.22,28.0,94.84,155.19,135.44,107.6333,143.2937,32.08,109.42,46.71,58.81,127.52,166.81,53.0447,55.12,60.31,83.81,115.93,128.03,75.58,53.52,78.21,83.69,69.04,97.48
65,2016-04-07,58.86,157.38,27.135,127.0,74.17,27.6,94.79,150.41,133.87,106.31,141.6031,31.55,109.27,46.36,57.32,128.14,167.16,52.8444,54.46,60.3,83.24,114.5,126.87,75.32,52.0,77.58,81.3,68.22,96.16
66,2016-04-08,59.5,156.46,27.165,127.88,74.35,27.69,96.33,150.28,133.62,106.7384,142.6537,31.63,109.1,46.87,57.74,127.96,166.63,52.7872,54.42,59.42,83.2,115.23,125.68,74.85,52.18,78.03,81.37,68.06,96.42
67,2016-04-11,59.8,156.39,27.255,127.91,74.63,27.62,95.24,152.2,133.01,106.5671,142.5582,31.67,108.97,46.44,58.2,127.56,166.59,52.4916,54.31,57.92,82.73,114.78,126.33,74.16,51.61,77.82,81.15,67.4,96.27
68,2016-04-12,60.68,158.6,27.61,129.47,76.1,27.64,97.51,154.31,134.38,107.6047,142.9212,31.86,109.6,46.65,59.28,127.61,168.03,52.7681,54.65,58.55,82.83,115.19,126.8,74.27,51.95,78.52,81.31,68.8,97.35
69,2016-04-13,62.16,160.06,28.01,131.14,79.13,28.23,97.6,159.85,133.84,109.2327,144.4495,32.13,109.87,46.04,61.79,126.89,168.59,53.3593,55.35,59.58,82.46,115.96,127.76,75.95,51.29,79.71,81.08,69.15,99.48
70,2016-04-14,62.51,160.12,28.025,130.85,79.05,28.25,97.98,160.91,134.37,109.0232,144.3826,31.8,109.84,45.83,62.59,127.51,168.16,53.8265,55.36,59.49,82.01,115.36,127.98,76.15,51.36,80.33,81.26,68.8,98.63
71,2016-04-15,62.14,160.13,27.463,131.13,79.17,27.9,97.23,158.52,135.01,109.1279,144.9175,31.46,110.18,46.1,61.87,127.78,168.78,53.5309,55.65,59.5,82.3,116.23,127.33,76.31,51.35,80.08,81.44,69.06,98.59
72,2016-04-18,62.59,161.7,26.87,131.97,79.25,28.19,98.7,159.02,136.8,109.9181,145.6912,31.65,110.93,46.22,62.27,128.85,169.55,53.8838,56.46,59.57,82.83,116.01,127.81,77.27,51.73,81.45,81.25,69.86,101.48
73,2016-04-19,63.57,162.1,26.728,132.68,80.39,28.33,100.5,162.65,135.44,110.2418,137.5436,31.6,112.68,46.6,63.32,128.86,169.65,54.2175,56.39,59.56,83.28,116.27,130.5,76.19,52.08,80.75,81.84,69.77,102.64
74,2016-04-20,65.02,162.76,26.783,130.57,79.74,28.44,101.69,166.98,135.19,109.6515,139.559,32.0,113.58,44.37,64.24,128.55,168.94,53.9505,55.59,59.62,81.55,115.8,133.93,76.14,51.75,81.15,81.13,69.21,103.27
75,2016-04-21,65.61,164.35,26.493000000000002,130.74,78.66,28.24,101.4,165.32,134.6,109.404,142.606,31.97,113.57,43.66,63.6,125.79,168.66,53.9696,55.78,60.08,80.8,108.79,132.96,77.15,50.03,80.79,80.56,68.47,102.91
76,2016-04-22,65.93,163.19,26.42,131.05,78.32,28.15,102.01,166.75,135.66,108.69,141.8419,31.64,113.32,44.54,63.97,125.5,168.66,54.1031,51.78,59.43,80.95,110.84,134.13,76.48,50.55,79.11,80.14,68.72,103.77
77,2016-04-25,65.7,163.46,26.27,130.75,76.79,28.23,101.51,165.09,135.65,107.8142,142.138,31.39,113.51,44.71,63.6,127.46,168.38,53.6072,52.11,59.21,81.41,110.34,133.78,76.51,50.76,78.14,80.39,69.47,104.57
78,2016-04-26,66.2,162.85,26.088,133.24,77.65,28.45,102.29,165.84,135.34,109.2898,142.3958,31.4,112.91,44.53,63.93,127.71,166.18,53.4356,51.44,59.54,79.55,109.97,134.24,76.21,50.44,78.53,81.31,69.3,104.89
79,2016-04-27,66.23,161.0,24.455,137.08,78.68,28.64,103.85,166.92,135.75,109.8991,143.7235,31.75,112.77,44.68,64.11,128.3,167.76,53.693000000000005,50.94,59.27,79.89,109.53,132.8,75.69,51.69,78.76,81.56,69.42,105.28
80,2016-04-28,65.84,160.56,23.708000000000002,134.8,77.75,27.96,102.4,164.29,132.73,109.1184,140.476,31.11,112.48,44.63,63.6,127.92,167.0,53.1495,49.9,58.54,79.76,109.13,132.07,75.38,51.02,77.68,80.345,68.91,104.03
81,2016-04-29,65.43,158.3,23.435,134.8,77.72,27.49,102.18,164.11,133.89,108.7852,139.3966,30.28,112.08,44.8,63.2,126.49,167.38,52.2914,49.87,58.94,80.12,109.9,131.68,75.8,50.94,77.24,79.28,66.87,103.26
82,2016-05-02,65.68,158.99,23.41,134.01,77.84,27.37,103.31,166.18,136.05,109.166,138.7567,30.61,112.75,44.98,63.79,128.2,168.34,52.73,50.61,59.59,80.97,110.91,132.1,77.25,51.32,78.46,80.56,67.59,104.36
83,2016-05-03,64.85,156.35,23.795,132.49,76.36,26.86,101.32,163.14,134.54,109.0137,137.6678,30.36,112.69,44.84,62.56,128.4,167.97,52.5202,49.78,59.52,81.1,110.33,132.46,74.9,50.68,77.19,81.46,67.0,103.78
84,2016-05-04,64.26,154.18,23.548000000000002,130.89,74.24,26.44,100.59,160.07,135.16,107.5095,137.7824,29.85,112.22,44.98,61.57,129.33,167.16,52.2628,49.87,59.11,81.6,109.73,132.03,73.99,50.84,77.07,81.49,67.19,103.67
85,2016-05-05,63.92,154.25,23.31,132.08,72.79,26.21,101.42,159.53,134.67,108.1664,139.9029,29.9,112.88,45.06,61.24,129.28,167.77,51.5762,49.94,58.19,81.3,110.75,132.31,73.81,50.84,77.36,81.46,67.21,104.93
86,2016-05-06,64.51,153.19,23.18,133.26,73.36,26.53,101.86,158.85,135.7,108.3187,140.6861,30.04,112.74,45.32,61.6,130.58,168.89,51.108999999999995,50.39,58.43,82.13,110.45,132.04,74.25,51.12,77.72,79.43,68.25,105.54
87,2016-05-09,63.98,155.41,23.198,132.1,70.78,26.51,100.35,157.51,136.24,107.7285,140.7339,29.8,113.72,45.24,61.21,130.83,168.52,51.5858,50.07,58.72,82.12,110.81,132.67,74.62,51.08,78.22,80.89,68.95,105.34
88,2016-05-10,64.84,157.24,23.355,134.72,72.51,27.03,101.27,161.42,137.51,109.4231,143.2459,30.14,114.67,45.75,62.04,131.6,170.26,52.1388,51.02,59.2,82.48,112.27,133.57,75.92,51.54,79.2,80.92,68.79,106.6
89,2016-05-11,64.59,154.18,23.128,133.0,72.43,26.7,101.14,159.42,134.3,108.6329,142.2717,30.06,114.37,45.46,61.81,129.14,169.77,51.786,51.05,57.01,82.15,111.97,130.69,75.79,51.15,77.3,80.23,66.41,102.29
90,2016-05-12,64.34,152.9,22.585,134.42,71.7,26.67,102.12,158.07,134.19,108.7091,142.1666,29.76,114.23,45.83,61.77,130.12,170.15,51.6048,51.51,57.99,82.41,112.64,129.74,75.89,51.47,77.89,79.87,66.85,101.71
91,2016-05-13,64.12,152.35,22.63,132.12,70.07,26.53,100.74,155.34,133.13,107.7666,141.0968,29.91,113.56,45.35,61.2,128.83,168.32,51.376000000000005,51.08,57.31,81.23,112.67,129.0,76.37,50.94,76.83,78.61,64.94,100.52
92,2016-05-16,64.07,153.27,23.47,134.14,70.7,26.97,102.29,155.38,135.34,109.3279,142.7588,30.39,114.44,45.62,61.66,129.64,169.55,52.1102,51.83,57.14,81.63,112.24,130.64,77.31,51.23,77.8,78.87,66.02,100.36
93,2016-05-17,62.76,150.11,23.373,132.56,71.05,26.65,100.75,154.65,132.0,108.1759,141.3643,29.98,113.83,44.75,61.66,127.69,167.81,51.7955,50.51,57.1,80.62,110.42,129.56,76.77,50.9,76.79,76.48,65.1,99.94
94,2016-05-18,63.52,150.83,23.64,130.99,70.59,26.72,100.06,159.94,131.77,107.2811,140.7339,29.99,113.59,44.48,64.04,126.21,166.82,52.1293,50.81,56.12,79.85,111.3,130.51,77.87,50.39,77.43,76.54,63.15,99.0
95,2016-05-19,62.74,148.67,23.55,128.08,69.43,27.57,99.85,154.7,131.73,106.9288,138.4319,29.63,112.85,44.32,63.39,125.29,165.11,52.0434,50.32,57.04,80.19,110.1,130.0,81.09,49.63,76.88,76.21,69.2,98.41
96,2016-05-20,63.92,150.18,23.805,127.39,69.87,27.97,99.79,154.51,131.85,107.7856,140.6479,30.15,112.64,43.95,63.51,122.56,165.01,52.5488,50.62,56.48,80.02,111.89,130.94,81.02,49.66,77.67,77.22,69.86,99.78
97,2016-05-23,63.59,149.3,24.108,127.58,70.4,27.94,99.38,155.45,131.42,107.3858,140.1894,30.23,112.16,43.97,63.46,122.81,166.11,52.3676,50.03,55.99,80.2,111.39,130.42,81.73,49.14,77.21,76.53,69.5,99.18
98,2016-05-24,64.87,152.72,24.475,127.5,71.09,28.47,100.19,157.59,133.36,108.8804,141.6604,31.06,112.69,44.37,64.54,123.95,168.63,53.016000000000005,51.59,56.59,80.97,113.44,132.59,82.75,49.58,79.38,77.15,70.24,99.51
99,2016-05-25,65.31,155.57,24.905,128.86,72.57,28.92,101.77,161.25,133.2,109.2136,144.8888,31.39,113.35,44.38,65.52,123.26,169.99,53.941,52.12,55.99,81.48,113.54,133.42,83.57,49.85,79.06,77.63,70.48,99.86
100,2016-05-26,65.23,155.55,25.103,129.31,72.08,28.9,101.5,159.22,134.05,108.7091,145.6052,31.49,112.9,44.69,65.03,123.79,168.91,53.7693,51.89,55.84,81.22,113.6,132.98,83.35,50.16,79.0,76.78,70.85,99.81
101,2016-05-27,65.52,156.74,25.088,129.22,71.96,28.92,102.02,159.53,133.94,108.8423,145.9873,31.57,113.06,44.78,65.43,123.25,168.89,53.8551,52.32,56.19,81.43,114.18,134.0,83.77,50.62,79.66,77.0,70.75,100.29
102,2016-05-31,65.76,157.95,24.965,126.15,72.51,29.05,101.0,159.48,132.12,108.3663,146.8469,31.59,112.69,44.6,65.27,122.06,168.32,53.6454,53.0,55.22,81.04,114.14,133.67,83.71,50.9,78.94,77.4,70.78,99.22
103,2016-06-01,65.91,158.05,24.615,126.41,72.27,28.9,101.13,159.97,131.83,108.4711,145.6721,31.66,112.78,44.7,65.69,121.97,168.69,53.7121,52.85,54.93,81.79,114.84,134.53,83.45,50.43,79.22,78.1,70.5,98.52
104,2016-06-02,66.41,159.87,24.43,126.85,73.62,29.08,100.53,159.28,132.41,109.0327,146.6177,31.76,114.49,44.72,65.81,121.17,168.04,54.1793,52.48,54.53,81.95,114.87,136.04,83.24,50.77,79.95,79.1,70.95,98.72
105,2016-06-03,65.49,159.19,24.48,127.38,75.04,29.13,100.66,155.67,131.74,109.2803,146.035,31.62,114.76,45.04,64.64,121.35,168.38,54.0077,51.79,53.45,82.47,114.62,136.84,82.55,50.92,79.94,78.68,70.87,98.75
106,2016-06-06,65.94,160.19,24.658,131.9,76.42,29.1,101.17,157.06,129.19,109.9943,145.8822,31.68,115.77,45.37,65.28,122.0,170.08,54.5131,52.13,54.3,82.77,114.33,138.15,82.83,50.71,80.54,78.66,71.05,98.78
