,Date,AXP,AMGN,AAPL,BA,CAT,CSCO,CVX,GS,HD,HON,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,CRM,VZ,V,WBA,WMT,DIS
798,2019-03-07,107.86,181.46,43.125,422.56,132.8,51.29,121.94,192.77,182.51,152.48,129.291,52.6,138.24,45.28,102.97,180.52,199.86,76.7112,110.39,85.26,98.55,131.49,236.7,155.6,56.3,146.83,59.79,97.45,114.01
799,2019-03-08,107.98,180.87,43.228,422.54,131.35,51.07,121.62,195.24,181.23,151.59,129.0331,52.48,138.06,44.84,103.01,179.5,200.89,76.0914,110.51,84.8,98.41,131.02,237.29,155.06,56.53,147.35,59.9,97.59,113.81
800,2019-03-11,109.56,184.14,44.725,400.01,133.11,51.92,123.62,195.97,182.44,153.19,131.5356,53.35,138.56,46.18,104.35,181.08,207.1,77.1116,112.83,85.82,99.58,131.87,243.15,157.65,57.58,150.67,60.68,98.48,114.75
801,2019-03-12,110.43,184.18,45.228,375.41,132.48,52.15,123.9,196.63,184.0,153.5,132.0801,53.57,139.18,46.05,104.04,181.83,205.8,77.4549,113.62,85.43,100.05,132.72,245.88,158.28,57.43,151.73,61.0,98.37,114.73
802,2019-03-13,112.14,187.35,45.428000000000004,377.14,133.5,52.59,124.67,197.25,181.14,155.04,132.3475,54.37,139.41,46.22,104.39,182.06,206.66,77.8077,114.5,85.93,101.18,133.0,252.25,159.81,57.66,152.47,61.9,99.03,114.09
803,2019-03-14,112.35,187.76,45.933,373.3,133.69,52.74,124.6,197.47,181.61,155.25,132.5672,53.44,138.02,45.7,105.34,182.74,207.38,77.7028,114.59,86.87,101.32,133.06,253.27,160.67,57.95,154.2,61.82,98.22,114.48
804,2019-03-15,113.52,191.24,46.53,378.99,132.67,53.2,125.31,198.26,182.23,155.35,133.1785,54.33,137.6,45.3,106.55,185.33,208.08,77.7791,115.91,86.8,102.44,134.18,251.4,161.51,58.39,155.46,62.63,98.42,114.96
805,2019-03-18,113.55,191.31,47.005,372.28,134.1,53.51,125.88,202.47,183.42,156.93,133.9235,54.1,137.17,45.41,107.19,183.95,208.49,77.5693,117.57,87.82,101.51,134.94,255.0,161.95,58.07,154.96,63.08,99.66,113.12
806,2019-03-19,112.67,191.49,46.633,373.43,134.15,53.31,125.28,201.12,184.13,157.24,134.191,54.17,138.44,45.56,106.8,183.11,209.02,78.1033,117.65,87.69,101.9,132.93,257.13,163.93,57.5,154.59,63.77,99.85,110.0
807,2019-03-20,110.77,191.12,47.04,376.16,133.01,53.26,124.69,194.32,186.1,156.29,133.3409,53.82,137.29,45.53,104.52,184.97,208.3,78.2654,117.52,86.69,101.72,131.33,250.5,163.51,57.67,153.75,62.79,98.64,109.99
808,2019-03-21,111.82,191.89,48.773,372.7,134.06,53.94,125.86,194.58,189.97,158.45,135.0984,54.64,138.1,45.51,102.87,186.37,209.61,79.095,120.22,88.01,102.49,134.37,252.02,166.95,58.29,155.8,63.6,99.06,108.66
809,2019-03-22,109.46,186.7,47.763000000000005,362.17,129.77,52.74,123.09,188.96,188.75,155.83,133.1976,53.26,136.91,45.93,99.76,186.81,204.66,78.4657,117.05,82.19,101.66,134.9,247.09,161.5,59.76,153.07,62.41,98.28,108.23
810,2019-03-25,109.04,186.59,47.185,370.46,131.38,52.73,122.89,188.51,189.68,155.93,132.9397,52.78,136.61,46.03,98.93,185.72,203.21,78.5229,117.66,82.33,101.96,134.95,246.86,160.88,60.08,153.03,61.69,98.17,107.79
811,2019-03-26,109.5,188.27,46.698,370.38,131.84,53.23,124.13,190.69,189.34,157.48,133.9331,53.44,138.57,46.64,99.92,187.48,207.24,79.0664,117.91,83.38,103.02,134.98,243.39,159.4,60.63,155.3,61.92,98.32,110.14
812,2019-03-27,108.98,186.32,47.118,374.21,131.2,53.14,122.79,190.03,189.25,157.11,132.997,53.16,138.7,46.61,99.58,187.51,207.16,78.4657,116.77,83.09,102.9,136.35,241.71,155.12,60.88,154.22,62.23,97.21,110.28
813,2019-03-28,109.16,187.65,47.18,374.44,132.37,53.36,123.02,191.18,190.06,158.54,133.6465,53.11,138.88,46.58,100.71,189.39,208.53,78.7899,116.93,84.04,103.55,136.9,242.23,155.18,59.08,154.67,62.51,97.13,110.71
814,2019-03-29,109.3,189.98,47.488,381.42,135.49,53.99,123.18,191.99,191.89,158.92,134.7736,53.7,139.79,46.86,101.23,189.9,207.78,79.3048,117.94,84.21,104.05,137.16,247.26,158.37,59.13,156.19,63.27,97.53,111.03
815,2019-04-01,111.7,191.77,47.81,391.54,140.25,54.98,124.94,196.74,195.64,161.47,136.875,54.51,138.98,46.72,104.64,188.39,211.94,79.4287,119.02,85.23,103.64,138.02,245.54,161.18,59.09,157.26,63.49,97.82,112.51
816,2019-04-02,111.0,192.43,48.505,390.75,140.19,55.29,124.93,197.5,194.31,161.04,136.5885,54.36,137.71,46.57,105.14,188.35,212.13,79.3429,119.19,84.37,103.75,136.81,244.41,160.51,58.53,157.78,55.36,96.94,111.96
817,2019-04-03,110.56,192.92,48.838,384.74,139.26,55.63,123.89,200.86,198.61,160.29,137.1902,55.48,137.17,46.18,105.35,188.35,213.13,79.3143,119.97,84.47,103.69,136.6,245.84,162.62,58.87,158.46,54.84,97.19,112.52
818,2019-04-04,110.12,192.33,48.923,395.86,140.13,55.14,124.8,202.23,200.45,161.07,136.3783,55.92,135.57,46.48,105.56,189.87,215.03,78.0461,119.36,85.28,103.43,136.52,247.39,158.52,58.99,157.64,54.15,98.11,114.75
819,2019-04-05,110.96,195.41,49.25,391.93,140.36,55.21,126.42,202.38,202.06,161.7,136.8559,55.6,136.18,46.47,105.31,190.71,215.41,77.3786,119.89,85.4,103.65,136.4,248.78,158.56,59.09,157.65,54.69,98.83,115.0
820,2019-04-08,110.7,194.88,50.025,374.52,139.82,55.49,126.68,202.54,203.55,162.06,136.961,55.68,136.14,46.55,105.65,189.85,215.02,77.1879,119.93,84.73,104.97,135.88,248.75,158.47,59.13,157.75,55.06,99.23,114.96
821,2019-04-09,109.85,192.98,49.875,369.04,136.35,55.18,125.54,200.62,200.9,160.85,135.7384,55.32,135.57,46.67,104.87,190.08,211.96,77.0449,119.28,84.28,104.66,135.19,248.79,156.97,58.4,157.49,54.5,98.69,116.86
822,2019-04-10,110.16,193.89,50.155,364.94,137.53,55.82,125.49,202.98,199.43,159.97,136.6076,55.75,135.58,46.64,105.34,189.22,212.11,77.064,120.19,84.88,104.65,135.46,246.03,160.24,58.61,158.56,54.51,99.6,117.16
823,2019-04-11,109.85,192.11,49.738,370.16,138.87,55.6,125.99,202.83,201.48,160.9,137.3335,55.8,135.21,46.71,106.23,188.88,213.53,76.1295,120.33,85.0,104.75,136.28,235.42,160.73,58.56,157.86,53.44,100.8,116.6
824,2019-04-12,110.91,191.42,49.718,379.64,141.2,56.29,119.76,207.84,203.85,162.47,137.8779,56.42,135.98,46.74,111.21,191.6,217.42,75.7386,120.95,86.24,105.06,137.72,223.22,160.71,58.74,159.64,53.45,101.56,130.06
825,2019-04-15,110.53,191.2,49.808,375.46,140.25,56.56,120.14,199.91,204.86,162.0,137.4481,56.28,136.52,47.0,109.94,191.85,215.83,74.8804,121.05,86.83,105.73,136.79,230.2,160.09,58.71,160.44,54.24,102.43,132.04
826,2019-04-16,111.88,188.05,49.813,381.72,142.03,56.95,121.17,201.84,204.47,162.86,138.6325,56.71,138.02,46.95,111.1,191.7,216.9,73.9555,120.77,87.8,106.42,138.34,220.96,158.69,58.79,160.23,54.84,102.93,129.9
827,2019-04-17,111.76,182.47,50.783,377.52,142.74,56.31,120.27,207.9,206.55,162.89,132.8729,58.56,138.52,47.28,114.3,191.61,217.64,70.4846,121.77,88.73,105.85,135.87,216.84,155.34,57.78,160.44,55.14,103.16,131.75
828,2019-04-18,113.67,177.47,50.965,380.07,143.36,56.4,119.86,205.91,205.66,169.06,134.0382,58.49,137.52,47.48,113.46,194.91,218.88,69.7886,123.37,89.2,106.05,138.93,221.75,155.99,58.04,160.16,54.63,103.18,132.45
829,2019-04-22,112.33,176.36,51.133,375.17,142.38,56.34,121.9,204.6,204.78,168.24,132.6627,58.82,137.83,47.4,113.6,193.92,218.54,70.046,123.76,87.36,106.01,136.61,227.11,158.76,58.37,160.4,54.1,102.37,131.68
830,2019-04-23,113.97,179.76,51.87,374.02,142.03,56.69,122.02,204.14,206.05,171.81,134.1432,58.78,139.9,48.21,113.74,195.26,219.5,71.133,125.44,87.43,103.16,138.01,230.58,161.23,57.15,161.66,53.22,103.07,133.36
831,2019-04-24,114.02,178.3,51.79,375.46,137.73,56.88,118.28,200.54,206.72,171.29,133.6752,58.72,139.2,47.98,113.55,197.63,219.08,71.257,125.01,88.39,103.69,139.18,230.35,159.56,57.08,161.49,53.47,103.53,135.1
832,2019-04-25,115.88,180.48,51.32,382.8,136.13,56.33,117.9,201.4,206.5,170.42,132.4144,57.61,139.65,47.84,113.61,197.93,190.72,72.7922,129.15,87.56,103.28,139.19,230.79,163.09,55.85,161.02,52.68,103.52,137.24
833,2019-04-26,117.6,181.47,51.075,380.79,139.03,55.88,117.1,203.08,203.61,172.25,133.1881,52.43,140.39,48.26,114.47,197.42,191.67,73.0687,129.89,88.31,105.86,140.24,237.0,165.96,56.58,162.93,52.85,101.53,139.92
834,2019-04-29,116.76,181.17,51.153,379.05,139.02,56.13,117.72,206.92,202.16,172.55,132.8156,51.11,139.84,48.42,116.12,197.12,190.21,73.2117,129.77,88.26,104.78,141.46,237.45,165.36,56.84,164.15,53.56,101.56,139.3
835,2019-04-30,117.23,179.32,50.168,377.69,139.42,55.95,120.06,205.92,203.7,173.63,133.9809,51.04,141.2,49.06,116.05,197.57,189.51,75.05199999999999,130.6,87.83,106.48,143.75,233.07,165.35,57.19,164.43,53.57,102.84,136.97
836,2019-05-01,117.02,176.14,52.63,376.8,138.15,55.58,117.81,204.73,198.8,170.94,134.2579,50.76,141.95,48.59,115.16,194.17,186.07,75.0616,127.88,85.9,104.93,143.08,231.95,162.15,56.52,162.79,53.68,101.36,136.38
837,2019-05-02,117.25,176.5,52.288000000000004,375.8,135.17,54.94,116.38,204.99,201.01,171.38,133.3313,50.55,141.28,48.39,115.41,194.61,184.75,75.8244,126.21,85.27,105.56,142.7,232.45,161.83,56.99,161.12,53.79,101.15,134.14
838,2019-05-03,119.35,177.31,52.938,376.46,139.06,54.94,117.27,207.52,200.56,173.54,133.9618,51.75,142.01,48.72,116.12,197.52,185.22,76.2821,128.9,85.7,106.08,143.35,231.95,163.34,57.24,162.04,54.08,102.08,134.33
839,2019-05-06,119.34,177.06,52.12,371.6,136.76,54.59,118.4,206.43,199.63,172.61,134.0859,51.22,142.09,48.47,115.09,198.9,183.04,75.7862,128.15,83.57,105.68,143.43,240.5,162.5,56.91,162.28,53.92,102.46,135.0
840,2019-05-07,118.22,173.87,50.715,357.23,133.67,53.45,118.27,202.63,194.77,169.85,131.4688,50.48,139.97,48.0,113.21,198.04,179.12,74.2797,125.52,82.54,104.7,141.71,238.05,156.9,56.63,160.21,52.94,101.3,133.44
841,2019-05-08,117.49,172.15,50.725,359.75,131.95,53.47,117.5,200.95,195.17,170.36,131.8126,49.24,139.79,47.85,112.61,198.03,178.59,74.5467,125.51,82.77,105.07,141.53,239.15,156.86,56.38,160.76,53.5,100.3,134.99
842,2019-05-09,117.26,172.87,50.18,354.13,131.2,52.92,121.19,201.63,194.58,170.39,129.2719,46.62,138.73,47.4,112.52,197.73,175.28,74.6897,125.5,82.98,104.24,141.83,237.97,156.31,56.48,159.81,53.56,99.54,133.59
843,2019-05-10,118.46,171.85,49.295,354.67,131.34,53.36,121.99,202.05,194.58,171.63,129.2528,46.2,139.05,48.19,112.51,199.99,175.86,74.5562,127.13,83.95,106.01,143.96,240.59,159.94,56.91,160.71,53.42,101.91,134.04
844,2019-05-13,115.9,167.6,46.43,337.37,125.3,51.3,120.44,194.97,190.34,166.82,125.5277,44.76,137.2,48.05,109.45,199.03,174.07,73.5836,123.35,82.53,106.11,143.41,239.55,153.15,56.75,157.33,52.12,99.89,131.34
845,2019-05-14,117.01,167.81,47.165,343.04,127.47,52.02,121.64,196.28,191.62,168.16,127.3329,45.17,136.82,48.69,110.32,198.01,175.21,73.822,124.73,83.67,105.6,145.71,236.43,158.07,56.55,160.21,52.58,100.29,133.2
846,2019-05-15,117.66,169.87,47.73,345.64,127.3,52.44,122.14,196.4,191.76,169.38,128.374,45.62,136.91,49.18,109.9,199.07,174.12,73.9459,126.02,84.01,106.7,146.52,236.08,155.06,56.81,162.79,52.74,99.88,134.68
847,2019-05-16,119.84,169.92,47.52,353.81,126.61,55.93,120.8,199.14,192.38,170.79,129.7877,45.53,138.21,49.58,111.31,199.99,171.81,75.4525,128.93,84.28,108.11,147.41,236.79,158.48,57.38,164.87,52.5,101.31,135.5
848,2019-05-17,119.07,169.91,47.25,355.02,122.76,56.35,120.52,197.43,192.58,169.95,128.2976,44.89,138.61,49.2,110.77,199.22,169.09,75.0616,128.07,84.57,107.45,147.49,241.38,154.57,58.09,164.09,52.27,100.86,135.04
849,2019-05-20,119.84,168.39,45.773,352.79,122.43,56.01,120.84,197.24,190.95,168.62,129.0618,43.56,138.42,48.85,111.35,198.99,166.25,75.2141,126.22,82.85,107.33,148.17,245.99,155.98,59.01,163.47,52.26,101.52,133.91
850,2019-05-21,120.55,169.69,46.65,358.75,124.95,56.52,121.34,199.11,191.45,169.6,130.3321,44.46,138.12,48.6,111.73,199.84,167.3,75.8053,126.9,83.64,106.37,147.47,249.94,155.78,59.5,163.86,52.76,101.12,134.09
851,2019-05-22,120.01,171.3,45.695,352.78,123.56,55.69,120.57,195.52,188.91,169.31,130.2366,44.0,138.76,49.65,110.82,199.96,169.74,77.2165,127.67,83.2,106.72,147.96,249.34,157.64,59.25,164.24,52.94,102.23,133.85
852,2019-05-23,118.43,172.11,44.915,350.55,122.26,54.19,117.87,191.97,192.0,166.44,126.4542,44.53,139.79,49.85,108.64,198.97,165.87,77.2547,126.18,82.64,106.76,146.94,246.5,153.71,58.87,161.51,51.61,101.86,132.73
853,2019-05-24,119.51,171.28,44.743,354.9,122.9,54.37,118.71,193.0,193.59,166.68,126.3491,44.57,138.85,49.61,109.71,197.77,166.09,77.3977,126.24,82.16,106.69,147.94,247.63,154.51,59.32,162.64,51.77,102.67,132.79
854,2019-05-28,118.17,168.85,44.558,354.88,121.59,53.93,118.31,189.44,191.55,165.26,124.6107,43.57,137.07,49.1,108.52,196.67,163.35,76.53,126.16,81.2,104.46,146.28,242.06,155.19,58.73,163.71,51.69,102.42,132.62
855,2019-05-29,117.01,169.18,44.345,348.8,121.48,53.18,116.77,188.05,189.99,164.37,123.8752,44.23,131.33,48.61,108.22,196.02,161.4,75.6718,124.94,78.87,104.19,145.07,242.4,152.89,58.18,162.73,51.13,102.12,131.57
856,2019-05-30,116.74,169.04,44.575,349.87,121.84,53.57,115.38,187.37,191.08,165.45,123.7606,44.73,132.11,49.25,107.06,199.24,160.58,75.977,125.73,79.26,105.33,145.73,243.5,155.66,56.83,162.76,50.55,102.19,132.2
857,2019-05-31,114.71,166.7,43.768,341.61,119.81,52.03,113.85,182.49,189.85,164.31,121.2963,44.04,131.15,49.13,105.96,198.27,159.75,75.5288,123.68,77.14,102.91,145.57,241.8,151.41,54.35,161.33,49.34,101.44,132.04
858,2019-06-03,114.62,172.36,43.325,338.89,120.65,51.78,115.99,183.19,189.57,166.47,122.5189,43.46,131.44,49.98,106.46,198.78,160.04,76.53,119.84,77.96,103.8,146.79,236.56,145.1,56.38,158.6,49.91,101.96,132.47
859,2019-06-04,116.85,174.73,44.91,344.62,122.08,53.23,117.3,189.88,195.25,168.15,126.7407,44.79,133.73,50.0,109.74,199.63,164.29,77.3119,123.16,81.62,104.68,147.55,240.76,150.81,56.22,162.33,51.5,102.56,134.82
860,2019-06-05,118.12,174.55,45.635,348.75,123.12,54.75,117.65,188.44,196.69,169.41,125.5945,44.55,134.38,50.78,110.13,200.13,163.85,77.8935,125.83,82.72,106.73,149.85,242.77,158.44,57.03,165.39,50.8,104.42,135.94
861,2019-06-06,119.43,174.45,46.305,350.64,123.39,55.1,120.68,189.81,197.17,170.26,126.2918,45.1,136.68,51.4,110.37,203.05,164.72,77.6552,127.82,82.45,107.38,149.0,241.82,159.31,57.54,166.92,50.98,105.11,137.21
862,2019-06-07,121.11,175.51,47.538000000000004,353.7,124.46,55.93,121.48,189.81,197.3,172.26,127.3329,46.03,138.55,51.49,109.16,205.48,166.61,78.6278,131.4,83.41,108.77,149.53,246.77,161.27,57.24,170.05,51.97,106.06,138.04
863,2019-06-10,122.66,175.58,48.145,353.8,125.74,56.42,122.29,194.12,198.05,171.28,128.6988,46.8,139.02,51.38,110.34,201.3,168.29,78.6468,132.6,82.58,108.72,149.32,248.14,152.79,56.15,170.82,52.29,107.52,137.07
864,2019-06-11,123.23,174.62,48.703,349.33,127.28,57.11,121.17,194.73,198.01,171.65,129.8545,46.85,139.78,51.33,110.68,203.26,168.91,79.1236,132.1,83.26,109.38,149.19,245.87,150.15,56.83,170.31,52.88,107.94,135.08
865,2019-06-12,122.03,175.6,48.548,347.03,127.1,55.86,120.19,190.22,198.94,172.9,128.82299999999998,46.32,141.68,51.64,109.27,204.93,169.01,79.8197,131.49,82.63,109.68,149.73,244.5,151.28,57.36,171.59,52.12,108.82,135.72
866,2019-06-13,121.86,176.71,48.538000000000004,348.86,127.17,56.17,120.91,191.45,202.35,173.19,129.6731,46.7,140.71,51.13,109.54,204.49,168.85,79.0473,132.32,83.61,110.91,149.41,244.96,151.34,57.62,169.35,52.89,108.65,141.74
867,2019-06-14,122.0,176.08,48.185,347.16,127.23,54.75,120.81,191.66,205.77,172.81,129.0904,46.19,140.09,51.31,109.82,205.29,166.69,78.9329,132.45,83.44,111.2,150.11,245.37,150.01,58.28,169.66,52.57,109.07,141.65
868,2019-06-17,121.45,178.39,48.473,354.9,127.32,55.4,121.39,190.83,206.98,172.36,128.8994,46.13,139.44,50.87,109.22,203.81,166.78,79.4287,132.85,82.11,110.99,149.92,245.97,150.29,57.63,169.56,52.81,109.16,140.97
869,2019-06-18,123.43,181.61,49.613,373.96,130.33,56.05,122.93,194.98,207.48,175.75,130.2653,47.37,140.23,50.64,110.71,204.51,171.86,80.5634,135.16,84.3,109.6,150.33,245.7,150.59,57.33,169.28,52.8,109.65,139.24
870,2019-06-19,124.68,182.77,49.468,368.56,130.61,56.13,122.89,195.64,207.94,175.41,130.9339,47.07,140.45,51.12,109.91,204.55,170.75,81.393,135.69,83.55,110.42,151.6,250.19,154.14,57.63,170.69,52.9,109.62,140.92
871,2019-06-20,124.92,184.08,49.865,374.88,133.63,57.41,124.28,195.7,211.25,176.29,132.6245,47.19,142.21,51.66,110.19,205.12,173.94,80.6683,136.95,85.24,111.74,152.19,247.76,157.2,57.34,173.74,52.88,110.32,142.02
872,2019-06-21,124.73,187.11,49.695,371.84,133.89,57.03,124.93,195.94,209.39,174.31,132.9588,47.46,142.09,51.55,109.44,204.26,173.35,80.6397,136.97,85.75,111.2,151.48,252.28,156.84,57.77,173.44,52.45,111.13,140.23
873,2019-06-24,124.14,184.83,49.645,373.99,134.37,57.18,124.91,197.49,205.5,174.61,133.1021,47.63,143.06,51.92,108.66,203.92,173.38,81.536,137.78,84.5,112.33,152.02,249.64,152.56,58.27,173.85,51.95,111.24,139.22
874,2019-06-25,123.16,184.44,48.893,369.32,133.71,56.08,123.64,196.06,204.74,173.94,132.1565,46.85,144.24,51.76,107.76,205.71,172.03,81.2786,133.43,82.62,111.72,153.13,247.66,149.34,58.0,171.28,52.95,110.72,139.94
875,2019-06-26,123.59,183.17,49.95,374.94,135.15,56.6,123.93,197.01,206.42,173.59,132.3093,48.19,141.85,51.12,108.48,204.55,171.88,79.6576,133.93,82.55,109.73,148.7,243.47,149.04,56.99,171.06,52.38,110.16,140.4
876,2019-06-27,123.94,184.02,49.935,364.02,135.5,55.73,123.11,199.32,207.02,173.84,132.3093,47.46,140.69,51.08,108.84,206.27,171.5,79.9341,134.15,83.66,109.78,149.2,246.34,150.69,57.25,171.23,54.52,110.1,139.3
877,2019-06-28,123.44,184.28,49.48,364.01,136.29,54.73,124.44,204.6,207.97,174.59,131.7171,47.87,139.28,50.92,111.8,207.66,173.34,79.9532,133.96,83.95,109.65,149.52,244.01,151.73,57.13,173.55,54.67,110.49,139.64
878,2019-07-01,124.92,186.35,50.388000000000005,356.46,136.6,54.74,124.84,206.86,210.28,176.81,133.6083,48.05,139.36,51.6,113.68,206.3,174.51,80.8113,135.68,85.41,110.49,151.42,242.64,154.06,56.66,173.94,54.65,110.62,141.65
879,2019-07-02,125.1,186.64,50.683,354.16,135.85,55.81,122.93,205.98,210.14,176.62,133.9331,48.12,140.03,51.98,113.8,209.58,174.02,81.536,136.58,84.96,111.48,152.83,243.97,154.12,58.13,175.28,54.96,111.6,142.53
880,2019-07-03,125.86,188.58,51.103,354.47,135.59,56.48,123.35,206.04,212.1,178.4,135.1939,48.52,142.14,52.1,112.82,212.81,174.98,82.8614,137.46,86.2,114.08,154.3,245.21,155.59,58.13,176.87,55.19,112.32,142.98
881,2019-07-05,125.4,185.94,51.058,355.86,135.49,56.6,123.54,207.9,211.46,176.59,135.0411,48.08,140.57,52.11,113.49,211.24,172.0,81.6218,137.06,86.82,113.15,154.09,246.99,154.58,58.31,176.66,55.19,111.98,142.45
882,2019-07-08,124.85,182.24,50.005,351.12,134.84,56.19,123.6,205.75,212.91,175.67,134.2674,47.82,140.97,52.0,112.87,212.16,169.19,80.1343,136.96,88.48,114.05,153.8,247.84,152.81,57.89,176.19,55.43,112.72,141.02
883,2019-07-09,125.9,181.59,50.31,353.09,134.29,56.34,123.35,207.77,212.0,175.52,133.083,47.75,141.41,51.59,113.35,212.09,165.7,80.9162,136.46,88.04,112.91,153.45,246.0,153.95,56.41,177.73,55.5,112.88,141.61
884,2019-07-10,126.89,182.27,50.808,352.3,132.64,57.13,125.44,205.97,210.75,174.46,134.1719,48.21,141.21,51.82,113.02,213.0,165.7,80.8781,137.85,87.44,113.75,153.33,247.48,156.27,57.0,179.31,55.57,112.98,143.54
885,2019-07-11,127.28,178.0,50.438,359.0,133.96,57.3,125.43,211.35,214.04,174.54,134.9074,48.6,140.11,52.04,114.1,212.69,169.04,77.2356,138.4,88.29,114.38,152.43,261.16,158.9,56.92,180.74,55.62,113.92,143.56
886,2019-07-12,127.96,174.93,50.825,365.33,138.36,57.95,125.98,213.94,218.23,177.14,136.3401,49.92,134.3,52.12,115.3,212.99,173.34,76.0246,138.9,89.12,114.99,153.39,265.9,158.08,57.19,180.33,55.74,114.6,144.88
887,2019-07-15,128.57,176.12,51.303000000000004,361.61,139.64,58.05,125.72,211.58,218.7,175.01,136.8941,50.12,134.71,52.13,113.9,214.21,172.84,77.1975,138.9,89.48,115.48,154.83,265.96,159.65,57.58,180.57,55.89,114.98,145.06
888,2019-07-16,128.06,177.47,51.125,362.75,139.09,57.62,124.76,215.52,217.26,174.78,137.0947,49.17,132.5,52.14,115.12,213.72,176.49,77.7982,137.08,88.6,115.89,154.59,264.66,157.13,57.41,179.31,55.81,114.76,144.3
889,2019-07-17,127.08,177.06,50.838,369.52,135.73,57.21,124.14,213.3,215.61,168.62,136.6553,49.39,131.86,52.18,113.99,213.71,174.67,78.1128,136.27,87.5,115.94,152.38,266.65,158.24,57.22,179.15,54.52,114.6,142.57
890,2019-07-18,128.4,179.54,51.415,361.11,134.89,57.74,124.68,214.52,214.44,173.88,142.9212,49.94,132.07,52.03,114.67,215.91,173.06,78.8471,136.42,87.44,115.44,152.71,260.6,157.98,57.21,180.53,54.82,114.72,141.63
891,2019-07-19,124.82,178.39,50.648,377.36,136.23,57.36,125.04,213.52,213.04,172.99,142.9689,50.27,130.31,51.39,113.54,213.87,172.61,77.6075,136.62,86.55,115.01,150.23,256.65,156.75,56.59,179.24,54.44,113.9,139.85
892,2019-07-22,126.0,175.89,51.805,373.42,135.24,57.73,125.31,214.0,211.27,173.58,143.0263,51.35,128.64,51.22,114.27,215.0,174.64,77.4358,138.43,85.97,115.3,149.71,255.32,157.7,55.5,180.57,53.94,112.82,140.84
893,2019-07-23,128.2,176.01,52.21,373.07,138.1,57.71,125.82,219.43,213.08,174.86,143.6376,51.75,128.84,54.33,116.36,214.31,177.52,78.2177,139.29,86.7,113.85,147.5,255.01,156.25,55.48,180.9,54.65,112.09,141.26
894,2019-07-24,127.95,175.77,52.168,361.43,131.91,57.23,126.54,222.03,214.71,173.96,143.3033,52.92,129.78,53.78,116.83,212.78,179.42,77.9508,140.72,86.7,112.6,148.85,251.13,159.75,55.97,183.33,55.2,112.0,141.29
895,2019-07-25,127.15,174.11,51.755,348.09,134.71,56.62,125.63,219.98,215.55,173.77,143.6471,52.16,131.12,53.07,115.71,214.44,178.13,77.9508,140.19,87.28,112.77,148.49,248.7,159.35,56.36,181.59,54.76,112.22,143.21
896,2019-07-26,126.78,175.34,51.935,345.0,132.92,56.53,123.72,222.14,216.91,173.61,144.5736,51.59,130.73,54.17,116.22,215.58,173.98,77.6456,141.34,87.54,114.73,149.93,252.94,159.97,57.08,183.69,55.05,113.02,144.65
897,2019-07-29,127.19,176.08,52.42,340.21,134.46,56.93,124.23,220.32,218.04,174.53,144.1151,52.51,133.02,53.99,115.85,214.98,176.76,78.6564,141.03,87.62,116.0,148.74,253.82,156.21,57.37,183.21,55.12,112.27,146.39
898,2019-07-30,126.47,176.45,52.195,347.46,132.95,56.47,124.34,221.4,217.36,173.91,143.0549,51.7,132.08,53.72,115.59,212.34,177.63,79.4001,140.35,87.2,120.41,147.62,254.93,156.96,56.63,181.53,55.4,112.06,144.93
899,2019-07-31,124.37,186.58,53.26,341.18,131.67,55.4,123.11,220.13,213.69,172.46,141.5935,50.55,130.22,52.63,116.0,210.72,174.72,79.1331,136.27,86.03,118.04,146.62,249.01,154.5,55.27,178.0,54.49,110.38,143.01
900,2019-08-01,124.09,186.0,52.108000000000004,334.29,126.79,55.39,120.74,211.6,212.83,169.55,143.5803,49.5,130.29,52.03,112.94,211.25,173.36,79.8006,138.06,83.12,116.73,145.78,249.25,150.81,55.26,179.17,54.07,109.38,141.85
901,2019-08-02,124.31,187.22,51.005,339.56,124.54,53.25,120.73,209.37,212.15,168.01,140.6479,48.68,131.07,52.33,112.93,214.48,170.55,80.5443,136.9,81.14,116.44,146.92,250.05,145.7,55.59,177.42,53.68,109.4,141.71
902,2019-08-05,120.72,181.5,48.335,331.06,121.65,51.37,118.74,201.68,204.94,162.01,134.4489,46.97,130.16,51.65,109.57,210.45,164.71,79.2571,132.21,78.97,113.08,143.93,245.06,142.82,55.22,168.86,51.87,105.82,138.3
903,2019-08-06,122.55,184.46,49.25,332.45,122.08,52.6,119.38,206.01,208.8,164.52,134.4202,46.96,130.77,52.27,110.43,214.08,163.71,80.4299,134.69,81.3,114.28,145.96,248.28,142.8,55.05,172.48,51.45,107.27,141.87
904,2019-08-07,123.54,183.54,49.76,331.38,120.78,52.34,119.1,205.74,207.91,163.39,132.8729,46.73,130.21,53.18,108.03,216.83,163.64,80.3346,135.28,81.28,115.52,147.36,246.45,141.64,55.09,175.32,52.48,108.2,134.86
905,2019-08-08,125.29,185.23,50.858000000000004,336.35,122.02,53.16,123.23,207.0,211.57,167.01,133.8185,47.17,131.68,53.69,109.86,218.01,164.22,80.7923,138.89,83.0,117.44,148.22,247.62,143.82,55.82,179.9,53.02,108.52,137.89
906,2019-08-09,126.17,196.25,50.248000000000005,337.55,119.38,52.43,122.42,206.9,210.02,166.67,130.0265,45.98,132.04,53.42,109.74,221.15,163.47,81.5455,137.71,81.98,116.78,149.07,248.63,143.37,55.78,179.05,52.79,107.28,138.52
